hidden_dim,num_layers,dropout,learning_rate,weight_decay,batch_size,max_epochs,patience,best_epoch,train_rmse,train_r2,train_pearson,val_rmse,val_r2,val_pearson,test_rmse,test_r2,test_pearson,trial,elapsed_seconds
256,4,0.05,0.0001,1e-06,32,300,50,21,0.5934528058786579,0.6602501273155212,0.8190040887794254,0.6687902117609523,0.4370502829551697,0.6901532827507133,0.6524647583341743,0.3281198740005493,0.6897313211271935,190,73.35
128,4,0.05,0.0005,1e-06,32,300,50,25,0.5529586822119271,0.7050337791442871,0.8855160876151085,0.6688807546831073,0.436897873878479,0.7141104677775664,0.6759703707804094,0.27883774042129517,0.6733848641401452,112,35.32
256,2,0.05,0.0005,1e-05,32,300,50,22,0.5475984420414254,0.7107247114181519,0.8494479129384754,0.669752739110787,0.4354287385940552,0.6824782728220817,0.6607218243931063,0.31100672483444214,0.6614874015871955,167,45.44
128,2,0.05,0.0005,1e-06,32,300,50,39,0.48050870961821185,0.7772644758224487,0.8840746655321166,0.6707591393907713,0.4337307810783386,0.6925446060220004,0.6545158361467244,0.32388901710510254,0.6830657961506512,85,27.67
256,2,0.2,0.0005,1e-06,32,300,50,52,0.5324080691433294,0.7265510559082031,0.8746287513197819,0.6717566008816694,0.4320453405380249,0.699746015533061,0.6947656474086115,0.23817652463912964,0.650854750395166,184,64.97
128,4,0.2,0.001,1e-05,32,300,50,52,0.6555048026717146,0.5854864120483398,0.8190255393274407,0.6734039076992253,0.4292564392089844,0.6775540797947863,0.693175643432904,0.24165946245193481,0.6259235071097451,134,67.12
128,2,0.2,0.001,1e-06,32,300,50,60,0.4897143733058022,0.7686483263969421,0.8839007665887642,0.6748048199930903,0.42687922716140747,0.6890138227493376,0.6700536303620332,0.29140704870224,0.6484361248872836,106,33.98
256,4,0.15,0.0001,0.0001,32,300,50,34,0.5805521354493431,0.6748607158660889,0.825328345961722,0.6748402167985356,0.4268191456794739,0.6897840318255181,0.6915543823179457,0.2452026605606079,0.661862768480997,201,86.41
128,2,0.05,0.0005,0.0001,32,300,50,29,0.512747945354554,0.7463734149932861,0.8729608481258563,0.6757141917920486,0.42533355951309204,0.676191501044008,0.624497664757998,0.38448405265808105,0.674769323377892,87,24.59
64,2,0.15,0.0005,0.0001,32,300,50,54,0.4964117697894265,0.7622770667076111,0.8789793925865732,0.6760417458211405,0.42477625608444214,0.6755291452124126,0.6877158649713585,0.25355851650238037,0.625562855063761,15,32.38
256,4,0.2,0.0005,0.0001,32,300,50,52,0.5508337334050945,0.7072964310646057,0.8723159708051025,0.6765119538135663,0.4239758253097534,0.7385760385395631,0.8015600371741222,-0.014027595520019531,0.6318921645350967,213,106.51
64,4,0.05,0.0005,1e-06,32,300,50,27,0.5381034391295069,0.7206693887710571,0.8530914508250355,0.6775050366133519,0.42228347063064575,0.6785768025164862,0.6363104698958844,0.36097800731658936,0.6662080107097885,31,35.63
128,4,0.05,0.0001,1e-05,32,300,50,75,0.4804319197021854,0.7773356437683105,0.886651006261375,0.6775565450023278,0.4221956133842468,0.7014252574893418,0.71473150987649,0.19376146793365479,0.6583212224091001,110,59.32
128,4,0.05,0.0001,0.0001,32,300,50,40,0.5804597517627894,0.674964189529419,0.8278075829297402,0.6781315807603334,0.42121440172195435,0.6772187606238698,0.6555152140029529,0.3218227028846741,0.676413464611409,111,42.26
